DO_Zone,total_trips,total_revenue,total_distance_miles,median_duration_minutes,p95_duration_minutes,median_speed_mph,avg_passengers,trips_per_day
Stuyvesant Heights,24907,1192239.21,197645.77,32.4,54.928333333333285,13.869607879921372,1.3123218372345125,68.23835616438356
Sunnyside,47234,1722232.56,267896.08,20.35,44.88333333333333,13.766760201485187,1.311661091586569,129.4082191780822
Sunset Park East,5062,339328.62,68257.72,35.31666666666667,66.02916666666665,20.55144938756935,1.3520347688660608,13.868493150684932
Sunset Park West,13948,855949.16,160373.28,31.066666666666666,60.438333333333325,19.12203458316978,1.3159592773157442,38.21369863013699
Sutton Place/Turtle Bay North,659266,14395063.83,1349664.38,10.516666666666667,27.733333333333334,8.7665593184574,1.349092778939002,1806.2082191780821
Times Sq/Theatre District,916024,24491777.94,2506976.72,13.816666666666666,46.86666666666667,6.963250949565154,1.5265124057884947,2509.654794520548
TriBeCa/Civic Center,478012,13264698.67,1593547.02,15.05,36.9,9.829883790213557,1.3819611223149209,1309.6219178082192
Two Bridges/Seward Park,142826,3997720.43,507647.6,14.466666666666667,35.4,10.929115784748557,1.4005783260750844,391.3041095890411
UN/Turtle Bay South,475670,10901451.69,1081784.97,11.05,29.316666666666666,8.79988266823109,1.3593121281560745,1303.2054794520548
Union Sq,755586,16147166.46,1453164.91,10.466666666666667,27.466666666666665,8.5951021758342,1.3601575465929756,2070.0986301369862
University Heights/Morris Heights,4348,225055.42,47759.46,30.483333333333334,77.08833333333331,18.696963046070366,1.2382704691812327,11.912328767123288
Upper East Side North,1428635,30184473.17,2809899.24,9.516666666666667,29.216666666666665,9.436846085095828,1.3503015115827346,3914.068493150685
Upper East Side South,1385849,27844386.35,2276344.2,9.4,27.283333333333335,8.128969324108459,1.3371334106385329,3796.8465753424657
Upper West Side North,696414,16134001.32,1757796.37,10.183333333333334,31.75,10.619166884935595,1.350652054668631,1907.9835616438356
Upper West Side South,879148,19981306.95,2053999.03,10.15,31.233333333333334,9.999777782715938,1.3800099641926047,2408.6246575342466
Van Cortlandt Park,964,55368.99,11266.27,28.233333333333334,63.34416666666665,24.045096532469575,1.1929460580912863,2.6410958904109587
Van Cortlandt Village,4082,258865.02,53115.73,33.266666666666666,73.8233333333333,22.509068600298157,1.2920137187653111,11.183561643835617
Van Nest/Morris Park,4768,227872.05,43875.47,31.28333333333333,67.38166666666663,14.284589461377335,1.1776426174496644,13.063013698630137
Washington Heights North,49094,2391864.91,439065.04,23.083333333333332,51.43333333333333,21.39036554996474,1.3605124862508657,134.5041095890411
Washington Heights South,86119,3485288.67,607786.64,19.683333333333334,47.88333333333333,19.236142238910073,1.315122098491622,235.94246575342467
West Brighton,346,37467.48,7437.0199999999995,45.55833333333334,77.21666666666667,28.22215931658598,1.4421965317919074,0.947945205479452
West Chelsea/Hudson Yards,631775,14331192.47,1366046.72,12.066666666666666,28.616666666666667,9.103372937603275,1.3940216057932018,1730.890410958904
West Concourse,10820,464773.7,81404.69,25.4,57.70083333333332,15.095054004645988,1.4138632162661737,29.643835616438356
West Farms/Bronx River,2314,122867.24,24806.21,29.675,61.522499999999994,20.89571579248235,1.30466724286949,6.33972602739726
West Village,516983,11391368.71,1092243.21,10.516666666666667,29.55,9.107812532456567,1.3921598969405184,1416.3917808219178
Westchester Village/Unionport,2424,131713.57,26598.0,30.791666666666668,62.9475,20.603208126611392,1.2607260726072607,6.641095890410959
Westerleigh,449,48857.69,9369.09,41.2,71.48666666666665,29.675837161627484,1.3518930957683741,1.2301369863013698
Whitestone,3630,219677.11,45592.12,28.366666666666667,52.512499999999974,26.98778251667423,1.4476584022038568,9.945205479452055
Willets Point,301,16177.58,3109.67,25.366666666666667,63.583333333333336,23.8971702195863,1.4551495016611296,0.8246575342465754
Williamsbridge/Olinville,4119,263167.55,56141.21,37.1,74.58999999999999,21.698587334293478,1.2279679533867442,11.284931506849315
Williamsburg (North Side),69264,3268745.29,512475.71,26.533333333333335,52.9,13.348515756091441,1.374523562023562,189.76438356164383
Williamsburg (South Side),62868,2621300.69,397603.91,23.633333333333333,51.127499999999905,13.035859794107663,1.3772348412546924,172.24109589041095
Windsor Terrace,10948,728350.83,129986.23,31.766666666666666,60.233333333333334,20.161728625260842,1.350748995250274,29.994520547945207
Woodhaven,6455,268487.71,50731.41,21.966666666666665,54.60499999999999,20.154840873419158,1.3916343919442293,17.684931506849313
Woodlawn/Wakefield,2971,215717.87,46086.55,37.016666666666666,70.975,25.402375166179382,1.3073039380679905,8.139726027397261
Woodside,18191,734014.3,123726.32,23.1,46.15,14.63858973937345,1.3520422186795669,49.83835616438356
World Trade Center,145242,4874440.99,716462.15,18.516666666666666,45.53333333333333,11.860869091011367,1.4991669076437946,397.92328767123286
Yorkville East,465643,11157610.69,1205469.4,11.6,31.833333333333332,9.902797248964088,1.3475817310686513,1275.7342465753425
Yorkville West,626776,14335032.02,1542210.65,10.433333333333334,30.25,10.588192174782998,1.3551779264043295,1717.194520547945
